tournament_location,tournament_name,Date,indoor_or_outdoor,Surface,Round,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,loser_id,winner_id,match_id,Winner_Sets_Before,Winner_Gems_Before,Loser_Sets_Before,Loser_Gems_Before,tournament_id,draw_size,tournament_level,tournament_date,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,best_of,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
Winston-Salem,Winston-Salem Open at Wake Forest University,2021-08-25,Outdoor,Hard,3rd Round,6.0,4.0,4.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,105332,200325,Winston-Salem_2021_200325_105332,4.0,10.0,2.0,6.0,2021-6242,64,A,2021-08-25,,,Emil Ruusuvuori,R,188.0,FIN,22.3,12.0,,Benoit Paire,R,196.0,FRA,32.2,3,137.0,4.0,8.0,92.0,55.0,42.0,18.0,14.0,3.0,4.0,13.0,15.0,96.0,54.0,42.0,14.0,13.0,7.0,10.0,76.0,948.0,49.0,1384.0
Winston-Salem,Winston-Salem Open at Wake Forest University,2021-08-25,Outdoor,Hard,3rd Round,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,105554,104755,Winston-Salem_2021_104755_105554,2.0,2.0,1.0,4.0,2021-6242,64,A,2021-08-25,14.0,,Richard Gasquet,R,185.0,FRA,35.1,3.0,,Daniel Evans,R,175.0,GBR,31.2,3,111.0,8.0,3.0,77.0,45.0,33.0,18.0,11.0,1.0,2.0,6.0,3.0,69.0,42.0,30.0,15.0,11.0,3.0,5.0,82.0,896.0,27.0,2074.0
Winston-Salem,Winston-Salem Open at Wake Forest University,2021-08-25,Outdoor,Hard,3rd Round,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,126845,144707,Winston-Salem_2021_144707_126845,3.0,11.0,2.0,4.0,2021-6242,64,A,2021-08-25,,,Mikael Ymer,R,183.0,SWE,22.9,,LL,Max Purcell,R,185.0,AUS,23.3,3,90.0,2.0,3.0,71.0,45.0,31.0,12.0,10.0,3.0,5.0,1.0,2.0,59.0,37.0,22.0,7.0,10.0,2.0,7.0,90.0,843.0,205.0,356.0
Winston-Salem,Winston-Salem Open at Wake Forest University,2021-08-26,Outdoor,Hard,3rd Round,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,106329,126207,Winston-Salem_2021_126207_106329,2.0,4.0,3.0,8.0,2021-6242,64,A,2021-08-26,13.0,,Frances Tiafoe,R,188.0,USA,23.5,,,Thiago Monteiro,L,183.0,BRA,27.2,3,102.0,14.0,2.0,68.0,43.0,37.0,17.0,12.0,2.0,2.0,11.0,1.0,74.0,56.0,40.0,10.0,12.0,2.0,3.0,51.0,1287.0,93.0,829.0
Winston-Salem,Winston-Salem Open at Wake Forest University,2021-08-26,Outdoor,Hard,3rd Round,4.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,105732,106218,Winston-Salem_2021_106218_105732,4.0,9.0,2.0,6.0,2021-6242,64,A,2021-08-26,,,Marcos Giron,R,180.0,USA,28.0,,LL,Pierre Hugues Herbert,R,188.0,FRA,30.4,3,116.0,4.0,2.0,72.0,47.0,37.0,16.0,14.0,0.0,1.0,6.0,5.0,99.0,49.0,36.0,25.0,14.0,9.0,12.0,65.0,1012.0,104.0,760.0
Winston-Salem,Winston-Salem Open at Wake Forest University,2021-08-26,Outdoor,Hard,3rd Round,6.0,3.0,0.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,105916,207989,Winston-Salem_2021_207989_105916,1.0,5.0,2.0,7.0,2021-6242,64,A,2021-08-26,15.0,,Carlos Alcaraz,R,185.0,ESP,18.3,4.0,,Marton Fucsovics,R,188.0,HUN,29.5,3,126.0,0.0,2.0,95.0,54.0,31.0,24.0,12.0,11.0,14.0,7.0,4.0,73.0,41.0,28.0,17.0,11.0,3.0,6.0,54.0,1224.0,42.0,1539.0
Winston-Salem,Winston-Salem Open at Wake Forest University,2021-08-26,Outdoor,Hard,Quarterfinals,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,105807,125802,Winston-Salem_2021_125802_105807,5.0,15.0,3.0,9.0,2021-6242,64,A,2021-08-26,,,Ilya Ivashka,R,193.0,BLR,27.4,1.0,,Pablo Carreno Busta,R,188.0,ESP,30.1,3,87.0,11.0,1.0,54.0,43.0,37.0,8.0,10.0,0.0,0.0,3.0,2.0,72.0,48.0,32.0,13.0,11.0,2.0,4.0,63.0,1025.0,12.0,3325.0
Winston-Salem,Winston-Salem Open at Wake Forest University,2021-08-26,Outdoor,Hard,Quarterfinals,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,104755,200325,Winston-Salem_2021_200325_104755,5.0,15.0,4.0,5.0,2021-6242,64,A,2021-08-26,,,Emil Ruusuvuori,R,188.0,FIN,22.3,14.0,,Richard Gasquet,R,185.0,FRA,35.1,3,93.0,6.0,0.0,58.0,40.0,31.0,10.0,9.0,4.0,5.0,0.0,1.0,65.0,41.0,22.0,14.0,10.0,2.0,6.0,76.0,948.0,82.0,896.0
Winston-Salem,Winston-Salem Open at Wake Forest University,2021-08-27,Outdoor,Hard,Quarterfinals,6.0,7.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,126207,144707,Winston-Salem_2021_144707_126207,5.0,17.0,4.0,7.0,2021-6242,64,A,2021-08-27,,,Mikael Ymer,R,183.0,SWE,22.9,13.0,,Frances Tiafoe,R,188.0,USA,23.5,3,136.0,8.0,3.0,89.0,58.0,41.0,14.0,14.0,9.0,12.0,9.0,8.0,97.0,45.0,31.0,23.0,15.0,7.0,14.0,90.0,843.0,51.0,1287.0
Winston-Salem,Winston-Salem Open at Wake Forest University,2021-08-27,Outdoor,Hard,Quarterfinals,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,106218,207989,Winston-Salem_2021_207989_106218,2.0,6.0,5.0,13.0,2021-6242,64,A,2021-08-27,15.0,,Carlos Alcaraz,R,185.0,ESP,18.3,,,Marcos Giron,R,180.0,USA,28.0,3,98.0,3.0,2.0,57.0,30.0,22.0,19.0,10.0,3.0,5.0,2.0,4.0,74.0,48.0,32.0,7.0,10.0,8.0,12.0,54.0,1224.0,65.0,1012.0
Winston-Salem,Winston-Salem Open at Wake Forest University,2021-08-28,Outdoor,Hard,Semifinals,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,200325,125802,Winston-Salem_2021_125802_200325,7.0,19.0,7.0,21.0,2021-6242,64,A,2021-08-28,,,Ilya Ivashka,R,193.0,BLR,27.4,,,Emil Ruusuvuori,R,188.0,FIN,22.3,3,68.0,4.0,2.0,38.0,24.0,20.0,9.0,7.0,0.0,0.0,3.0,1.0,58.0,37.0,18.0,8.0,8.0,4.0,9.0,63.0,1025.0,76.0,948.0
Winston-Salem,Winston-Salem Open at Wake Forest University,2021-08-28,Outdoor,Hard,Semifinals,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,207989,144707,Winston-Salem_2021_144707_207989,6.0,23.0,4.0,11.0,2021-6242,64,A,2021-08-28,,,Mikael Ymer,R,183.0,SWE,22.9,15.0,,Carlos Alcaraz,R,185.0,ESP,18.3,3,76.0,3.0,3.0,59.0,32.0,24.0,18.0,11.0,1.0,2.0,2.0,2.0,55.0,38.0,27.0,8.0,10.0,0.0,3.0,90.0,843.0,54.0,1224.0
Winston-Salem,Winston-Salem Open at Wake Forest University,2021-08-28,Outdoor,Hard,The Final,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,144707,125802,Winston-Salem_2021_125802_144707,9.0,28.0,8.0,28.0,2021-6242,64,A,2021-08-28,,,Ilya Ivashka,R,193.0,BLR,27.4,,,Mikael Ymer,R,183.0,SWE,22.9,3,55.0,4.0,0.0,30.0,18.0,18.0,10.0,7.0,0.0,0.0,2.0,3.0,59.0,36.0,18.0,7.0,7.0,3.0,8.0,63.0,1025.0,90.0,843.0
New York,US Open,2021-08-30,Outdoor,Hard,1st Round,6.0,3.0,7.0,5.0,2.0,6.0,6.0,4.0,,,3.0,1.0,Completed,105332,105583,New York_2021_105583_105332,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-30,,,Dusan Lajovic,R,180.0,SRB,31.1,,,Benoit Paire,R,196.0,FRA,32.3,5,153.0,3.0,6.0,117.0,78.0,53.0,21.0,20.0,4.0,9.0,15.0,14.0,133.0,66.0,53.0,24.0,19.0,9.0,15.0,40.0,1565.0,49.0,1384.0
New York,US Open,2021-08-30,Outdoor,Hard,1st Round,6.0,3.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,106121,105487,New York_2021_105487_106121,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-30,,,Facundo Bagnis,L,183.0,ARG,31.5,,,Taro Daniel,R,191.0,JPN,28.5,5,123.0,7.0,1.0,78.0,45.0,37.0,16.0,14.0,2.0,4.0,5.0,3.0,66.0,34.0,22.0,14.0,13.0,1.0,7.0,80.0,913.0,109.0,744.0
New York,US Open,2021-08-30,Outdoor,Hard,1st Round,7.0,5.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,105575,106043,New York_2021_106043_105575,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-30,11.0,,Diego Schwartzman,R,170.0,ARG,29.0,,,Ricardas Berankis,R,175.0,LTU,31.1,5,142.0,3.0,6.0,100.0,62.0,51.0,16.0,15.0,7.0,8.0,7.0,2.0,92.0,61.0,41.0,12.0,15.0,4.0,9.0,14.0,2980.0,96.0,818.0
New York,US Open,2021-08-30,Outdoor,Hard,1st Round,7.0,6.0,4.0,6.0,3.0,6.0,7.0,6.0,7.0,6.0,3.0,2.0,Completed,106210,104731,New York_2021_104731_106210,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-30,,,Kevin Anderson,R,203.0,RSA,35.2,,,Jiri Vesely,L,198.0,CZE,28.1,5,262.0,49.0,6.0,155.0,101.0,87.0,32.0,30.0,2.0,4.0,27.0,17.0,175.0,108.0,96.0,31.0,28.0,3.0,3.0,77.0,948.0,90.0,865.0
New York,US Open,2021-08-30,Outdoor,Hard,1st Round,6.0,3.0,6.0,7.0,6.0,4.0,6.0,1.0,,,3.0,1.0,Completed,106329,105554,New York_2021_105554_106329,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-30,24.0,,Daniel Evans,R,175.0,GBR,31.2,,,Thiago Monteiro,L,183.0,BRA,27.2,5,214.0,8.0,3.0,119.0,70.0,56.0,32.0,21.0,4.0,5.0,9.0,4.0,127.0,91.0,63.0,15.0,18.0,12.0,17.0,27.0,2074.0,93.0,831.0
New York,US Open,2021-08-30,Outdoor,Hard,1st Round,5.0,7.0,7.0,6.0,4.0,6.0,6.0,3.0,6.0,3.0,3.0,2.0,Completed,103852,126523,New York_2021_126523_103852,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-30,,LL,Bernabe Zapata Miralles,R,185.0,ESP,24.6,,,Feliciano Lopez,L,188.0,ESP,39.9,5,195.0,15.0,3.0,143.0,103.0,77.0,30.0,27.0,3.0,5.0,27.0,14.0,155.0,91.0,75.0,32.0,26.0,4.0,7.0,116.0,702.0,97.0,813.0
New York,US Open,2021-08-30,Outdoor,Hard,1st Round,7.0,6.0,7.0,6.0,6.0,1.0,,,,,3.0,0.0,Completed,105357,105967,New York_2021_105967_105357,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-30,,Q,Henri Laaksonen,R,185.0,SUI,29.4,,,John Millman,R,183.0,AUS,32.2,5,148.0,16.0,4.0,100.0,57.0,46.0,26.0,17.0,1.0,2.0,3.0,3.0,100.0,59.0,42.0,25.0,16.0,3.0,7.0,130.0,613.0,43.0,1480.0
New York,US Open,2021-08-30,Outdoor,Hard,1st Round,1.0,6.0,6.0,1.0,6.0,2.0,5.0,7.0,6.0,4.0,3.0,2.0,Completed,200005,105376,New York_2021_105376_200005,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-30,,Q,Peter Gojowczyk,R,185.0,GER,32.1,23.0,,Ugo Humbert,L,188.0,FRA,23.1,5,177.0,9.0,8.0,134.0,78.0,63.0,25.0,22.0,10.0,14.0,15.0,6.0,127.0,75.0,48.0,27.0,22.0,4.0,10.0,141.0,563.0,26.0,2090.0
New York,US Open,2021-08-30,Outdoor,Hard,1st Round,7.0,6.0,3.0,6.0,7.0,6.0,7.0,6.0,,,3.0,1.0,Completed,105539,200000,New York_2021_200000_105539,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-30,12.0,,Felix Auger Aliassime,R,193.0,CAN,21.0,,Q,Evgeny Donskoy,R,185.0,RUS,31.3,5,240.0,14.0,7.0,129.0,76.0,63.0,30.0,24.0,1.0,3.0,8.0,1.0,168.0,99.0,65.0,42.0,24.0,4.0,5.0,15.0,2828.0,152.0,498.0
New York,US Open,2021-08-30,Outdoor,Hard,1st Round,6.0,7.0,6.0,7.0,6.0,2.0,6.0,1.0,2.0,0.0,2.0,2.0,Retired,105227,104259,New York_2021_104259_105227,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-30,,,Philipp Kohlschreiber,R,178.0,GER,37.8,30.0,,Marin Cilic,R,198.0,CRO,32.9,5,219.0,21.0,5.0,129.0,67.0,51.0,38.0,21.0,6.0,7.0,18.0,6.0,138.0,80.0,58.0,25.0,22.0,5.0,12.0,115.0,716.0,36.0,1650.0
New York,US Open,2021-08-30,Outdoor,Hard,1st Round,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,103333,126094,New York_2021_126094_103333,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-30,5.0,,Andrey Rublev,R,188.0,RUS,23.8,,Q,Ivo Karlovic,R,208.0,CRO,42.5,5,96.0,8.0,1.0,87.0,68.0,58.0,13.0,17.0,4.0,4.0,19.0,3.0,80.0,56.0,46.0,11.0,14.0,0.0,2.0,7.0,6400.0,221.0,309.0
New York,US Open,2021-08-30,Outdoor,Hard,1st Round,4.0,6.0,4.0,6.0,7.0,6.0,6.0,2.0,6.0,2.0,3.0,2.0,Completed,105902,124079,New York_2021_124079_105902,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-30,,,Pedro Martinez,R,185.0,ESP,24.3,,,James Duckworth,R,183.0,AUS,29.6,5,261.0,15.0,6.0,163.0,112.0,79.0,27.0,24.0,4.0,7.0,17.0,4.0,151.0,92.0,63.0,32.0,25.0,7.0,12.0,75.0,950.0,68.0,1004.0
New York,US Open,2021-08-30,Outdoor,Hard,1st Round,6.0,3.0,4.0,6.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,105613,106426,New York_2021_106426_105613,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-30,16.0,,Cristian Garin,R,185.0,CHI,25.2,,,Norbert Gombos,R,193.0,SVK,31.0,5,191.0,6.0,4.0,118.0,76.0,61.0,21.0,22.0,8.0,12.0,10.0,5.0,120.0,73.0,52.0,21.0,20.0,4.0,9.0,19.0,2510.0,111.0,740.0
New York,US Open,2021-08-30,Outdoor,Hard,1st Round,3.0,6.0,4.0,6.0,6.0,4.0,6.0,4.0,6.0,2.0,3.0,2.0,Completed,105062,104665,New York_2021_104665_105062,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-30,,,Pablo Andujar,R,180.0,ESP,35.6,,LL,Mikhail Kukushkin,R,183.0,KAZ,33.6,5,254.0,10.0,10.0,154.0,87.0,64.0,34.0,23.0,14.0,18.0,12.0,4.0,144.0,88.0,66.0,26.0,24.0,6.0,12.0,74.0,970.0,129.0,614.0
New York,US Open,2021-08-30,Outdoor,Hard,1st Round,7.0,6.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,104545,206909,New York_2021_206909_104545,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-30,,WC,Brandon Nakashima,R,185.0,USA,20.0,19.0,,John Isner,R,206.0,USA,36.3,5,146.0,15.0,5.0,93.0,54.0,49.0,28.0,19.0,0.0,1.0,26.0,6.0,116.0,76.0,57.0,20.0,16.0,3.0,5.0,84.0,893.0,22.0,2238.0
New York,US Open,2021-08-30,Outdoor,Hard,1st Round,6.0,3.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,126156,106218,New York_2021_106218_126156,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-30,,,Marcos Giron,R,180.0,USA,28.1,,Q,Antoine Hoang,R,183.0,FRA,25.8,5,149.0,10.0,4.0,97.0,61.0,49.0,17.0,16.0,2.0,4.0,6.0,8.0,106.0,68.0,44.0,16.0,15.0,9.0,14.0,64.0,1037.0,150.0,505.0
New York,US Open,2021-08-30,Outdoor,Hard,1st Round,3.0,6.0,4.0,6.0,6.0,4.0,6.0,3.0,6.0,3.0,3.0,2.0,Completed,105732,105173,New York_2021_105173_105732,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-30,,,Adrian Mannarino,L,183.0,FRA,33.1,,,Pierre Hugues Herbert,R,188.0,FRA,30.4,5,228.0,8.0,4.0,146.0,82.0,62.0,33.0,23.0,10.0,14.0,16.0,15.0,168.0,95.0,68.0,34.0,24.0,6.0,12.0,44.0,1469.0,104.0,773.0
New York,US Open,2021-08-30,Outdoor,Hard,1st Round,2.0,6.0,7.0,6.0,3.0,6.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,104918,126774,New York_2021_126774_104918,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-30,3.0,,Stefanos Tsitsipas,R,193.0,GRE,23.0,,,Andy Murray,R,190.0,GBR,34.2,5,289.0,19.0,5.0,146.0,82.0,63.0,38.0,25.0,7.0,11.0,9.0,3.0,163.0,102.0,71.0,34.0,24.0,7.0,10.0,3.0,8350.0,112.0,740.0
New York,US Open,2021-08-30,Outdoor,Hard,1st Round,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,105216,134770,New York_2021_134770_105216,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-30,8.0,,Casper Ruud,R,183.0,NOR,22.6,,LL,Yuichi Sugita,R,173.0,JPN,32.9,5,109.0,19.0,3.0,77.0,52.0,47.0,12.0,13.0,4.0,4.0,3.0,1.0,67.0,37.0,25.0,12.0,12.0,7.0,12.0,11.0,3455.0,131.0,612.0
New York,US Open,2021-08-30,Outdoor,Hard,1st Round,6.0,1.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,200589,105777,New York_2021_105777_200589,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-30,15.0,,Grigor Dimitrov,R,188.0,BUL,30.2,,WC,Sam Riffice,R,188.0,USA,22.4,5,125.0,14.0,5.0,82.0,48.0,43.0,20.0,16.0,0.0,1.0,1.0,9.0,96.0,47.0,33.0,21.0,13.0,6.0,10.0,18.0,2511.0,542.0,63.0
New York,US Open,2021-08-30,Outdoor,Hard,1st Round,5.0,7.0,6.0,3.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,2.0,Completed,200221,105477,New York_2021_105477_200221,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-30,,Q,Marco Trungelliti,R,178.0,ARG,31.5,29.0,,Alejandro Davidovich Fokina,R,183.0,ESP,22.2,5,267.0,18.0,12.0,180.0,110.0,81.0,32.0,29.0,5.0,10.0,10.0,11.0,175.0,114.0,76.0,28.0,27.0,12.0,19.0,198.0,361.0,32.0,1723.0
New York,US Open,2021-08-30,Outdoor,Hard,1st Round,4.0,6.0,6.0,3.0,6.0,1.0,6.0,1.0,,,3.0,1.0,Completed,117356,144684,New York_2021_144684_117356,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-30,,Q,Alex Molcan,L,178.0,SVK,23.7,,Q,Cem Ilkel,R,185.0,TUR,26.0,5,140.0,8.0,1.0,90.0,58.0,44.0,25.0,17.0,3.0,4.0,11.0,4.0,112.0,70.0,40.0,21.0,16.0,11.0,17.0,138.0,579.0,188.0,381.0
New York,US Open,2021-08-30,Outdoor,Hard,1st Round,2.0,6.0,3.0,6.0,6.0,4.0,7.0,5.0,6.0,3.0,3.0,2.0,Completed,126535,122298,New York_2021_122298_126535,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-30,,Q,Botic Van De Zandschulp,R,188.0,NED,25.9,,,Carlos Taberner,R,183.0,ESP,24.0,5,214.0,18.0,8.0,143.0,91.0,72.0,18.0,24.0,10.0,16.0,13.0,7.0,144.0,80.0,55.0,36.0,24.0,5.0,11.0,117.0,698.0,105.0,758.0
New York,US Open,2021-08-30,Outdoor,Hard,1st Round,6.0,4.0,6.0,2.0,3.0,6.0,6.0,1.0,,,3.0,1.0,Completed,111794,200325,New York_2021_200325_111794,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-30,,,Emil Ruusuvuori,R,188.0,FIN,22.4,,Q,Kamil Majchrzak,R,183.0,POL,25.6,5,157.0,18.0,2.0,114.0,69.0,53.0,25.0,17.0,10.0,11.0,6.0,1.0,101.0,56.0,36.0,26.0,17.0,7.0,12.0,66.0,1018.0,114.0,719.0
New York,US Open,2021-08-30,Outdoor,Hard,1st Round,6.0,7.0,3.0,6.0,7.0,5.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,200175,126239,New York_2021_126239_200175,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-30,,,Arthur Rinderknech,R,196.0,FRA,26.1,,,Miomir Kecmanovic,R,183.0,SRB,21.9,5,260.0,25.0,6.0,175.0,113.0,86.0,31.0,26.0,6.0,8.0,21.0,4.0,165.0,95.0,73.0,40.0,27.0,15.0,19.0,83.0,907.0,63.0,1050.0
New York,US Open,2021-08-30,Outdoor,Hard,1st Round,6.0,3.0,6.0,7.0,6.0,3.0,6.0,3.0,,,3.0,1.0,Completed,105430,200615,New York_2021_200615_105430,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-30,,,Alexei Popyrin,R,196.0,AUS,22.0,,,Radu Albot,R,175.0,MDA,31.8,5,157.0,13.0,8.0,119.0,69.0,56.0,32.0,21.0,1.0,1.0,5.0,5.0,111.0,71.0,53.0,22.0,19.0,3.0,7.0,73.0,970.0,108.0,744.0
New York,US Open,2021-08-30,Outdoor,Hard,1st Round,6.0,4.0,3.0,6.0,4.0,6.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,111460,136440,New York_2021_136440_111460,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-30,,,Dominik Koepfer,L,180.0,GER,27.3,,Q,Quentin Halys,R,191.0,FRA,24.8,5,211.0,10.0,11.0,166.0,94.0,66.0,39.0,24.0,13.0,16.0,24.0,9.0,152.0,98.0,77.0,21.0,24.0,11.0,15.0,57.0,1175.0,183.0,394.0
New York,US Open,2021-08-30,Outdoor,Hard,1st Round,6.0,4.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,111815,207989,New York_2021_207989_111815,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-30,,,Carlos Alcaraz,R,185.0,ESP,18.3,26.0,,Cameron Norrie,L,188.0,GBR,26.0,5,114.0,6.0,2.0,74.0,49.0,38.0,14.0,14.0,1.0,3.0,6.0,3.0,96.0,57.0,40.0,14.0,15.0,4.0,10.0,55.0,1209.0,29.0,1975.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,7.0,6.0,5.0,7.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,111153,126207,New York_2021_126207_111153,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,,,Frances Tiafoe,R,188.0,USA,23.6,,Q,Christopher Eubanks,R,201.0,USA,25.3,5,174.0,15.0,4.0,128.0,87.0,71.0,21.0,23.0,0.0,2.0,26.0,7.0,144.0,99.0,71.0,21.0,21.0,12.0,15.0,50.0,1312.0,214.0,325.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,6.0,7.0,6.0,3.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,105936,105550,New York_2021_105550_105936,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,,,Guido Pella,L,185.0,ARG,31.2,32.0,,Filip Krajinovic,R,185.0,SRB,29.5,5,198.0,28.0,5.0,119.0,79.0,57.0,22.0,19.0,7.0,9.0,12.0,9.0,141.0,85.0,63.0,16.0,19.0,10.0,17.0,85.0,879.0,38.0,1589.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,6.0,3.0,6.0,4.0,6.0,0.0,,,,,3.0,0.0,Completed,106401,105138,New York_2021_105138_106401,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,18.0,,Roberto Bautista Agut,R,183.0,ESP,33.3,,,Nick Kyrgios,R,193.0,AUS,26.3,5,108.0,14.0,2.0,81.0,51.0,41.0,16.0,13.0,1.0,1.0,12.0,2.0,66.0,34.0,20.0,16.0,12.0,1.0,6.0,21.0,2405.0,86.0,878.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,6.0,4.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,104755,106421,New York_2021_106421_104755,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,2.0,,Daniil Medvedev,R,198.0,RUS,25.5,,,Richard Gasquet,R,185.0,FRA,35.2,5,117.0,15.0,4.0,68.0,41.0,36.0,18.0,13.0,2.0,2.0,1.0,6.0,105.0,58.0,36.0,20.0,13.0,8.0,13.0,2.0,9980.0,79.0,918.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,126952,124187,New York_2021_124187_126952,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,22.0,,Reilly Opelka,R,211.0,USA,24.0,,,Soon Woo Kwon,R,180.0,KOR,23.7,5,133.0,33.0,6.0,101.0,71.0,59.0,15.0,16.0,2.0,2.0,13.0,9.0,103.0,62.0,49.0,17.0,17.0,2.0,4.0,24.0,2206.0,76.0,949.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,6.0,7.0,6.0,4.0,6.0,1.0,6.0,3.0,,,3.0,1.0,Completed,207182,207518,New York_2021_207518_207182,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,,,Lorenzo Musetti,R,185.0,ITA,19.4,,WC,Emilio Nava,R,183.0,USA,19.7,5,151.0,6.0,5.0,114.0,73.0,57.0,22.0,19.0,1.0,3.0,11.0,10.0,113.0,63.0,42.0,21.0,20.0,5.0,12.0,60.0,1081.0,385.0,115.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,6.0,2.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,105676,111456,New York_2021_111456_105676,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,,,Mackenzie Mcdonald,R,178.0,USA,26.3,27.0,,David Goffin,R,180.0,BEL,30.7,5,128.0,14.0,3.0,107.0,76.0,50.0,18.0,15.0,5.0,6.0,6.0,5.0,95.0,53.0,34.0,20.0,14.0,7.0,12.0,61.0,1070.0,30.0,1933.0
